Wage,Age,Club,League,Nation,Position,Apps,Caps,Wage by Apps
428000,29,Clermont,Ligue 1 Uber Eats,KOS,Midfilder,258,22,1658
428000,23,Troyes,Ligue 1 Uber Eats,CAN,Forward,142,6,3014
428000,34,Clermont,Ligue 1 Uber Eats,FRA,Midfilder,417,0,1026
427000,28,FC Porto,Primiera Liga,POR,Defender,232,0,1840
426000,22,Salernitana,Serie A,CHI,Forward,98,9,4346
426000,26,Brianza,Serie A,BRA,Defender,171,0,2491
426000,27,BRG,Primiera Liga,POR,Forward,280,4,1521
426000,20,Montpellier,Ligue 1 Uber Eats,FRA,Midfilder,91,0,4681
421000,24,Arouca,Primiera Liga,CIV,Midfilder,122,1,3450
421000,25,Cremonese,Serie A,CHI,Midfilder,163,12,2582
420000,20,FC Nantes,Ligue 1 Uber Eats,FRA,Defender,35,0,12000
417000,30,RC Lens,Ligue 1 Uber Eats,CPV,Defender,186,13,2241
416000,23,Wolves,Premier League,POR,Defender,43,0,9674
416000,23,VTSC,Primiera Liga,IRL,Midfilder,60,0,6933
416000,21,Angers SCO,Ligue 1 Uber Eats,SEN,Forward,28,4,14857
416000,18,Brighton,Premier League,SWE,Midfilder,37,0,11243
416000,20,FC Augsburg,Bundesliga,FRA,Forward,80,0,5200
415000,31,Cadiz,La Liga,ESP,Midfilder,354,0,1172
415000,20,Udinese,Serie A,SRB,Midfilder,42,0,9880
413000,23,AS Monaco,Ligue 1 Uber Eats,FRA,Midfilder,111,0,3720
413000,22,LOSC,Ligue 1 Uber Eats,POR,Defender,68,0,6073
412000,22,Salernitana,Serie A,CRO,Defender,125,4,3296
412000,35,Angers SCO,Ligue 1 Uber Eats,FRA,Midfilder,359,0,1147
412000,31,SC Freiburg,Bundesliga,GER,Defender,234,0,1760
412000,24,Valencia,La Liga,SUI,Defender,151,9,2728
412000,29,Sporting CP,Primiera Liga,POR,Defender,133,0,3097
412000,19,Valencia,La Liga,ESP,Defender,37,0,11135
411000,21,Verona,Serie A,COL,Defender,45,0,9133
411000,24,Montpellier,Ligue 1 Uber Eats,FRA,Midfilder,157,0,2617
410000,30,Almeria,La Liga,BRA,Forward,267,0,1535
408000,29,Mallorca,La Liga,ESP,Midfilder,283,0,1441
408000,31,Mallorca,La Liga,FRA,Midfilder,209,5,1952
408000,34,Mallorca,La Liga,ESP,Defender,412,0,990
408000,34,Mallorca,La Liga,ESP,Midfilder,494,0,825
408000,33,Girona,La Liga,COL,Defender,395,0,1032
408000,35,Mallorca,La Liga,ESP,Forward,501,0,814
405000,29,Torino,Serie A,FRA,Defender,180,0,2250
404000,28,Angers SCO,Ligue 1 Uber Eats,FRA,Forward,212,0,1905
403000,28,SC Freiburg,Bundesliga,GER,Forward,296,0,1361
403000,29,Valencia,La Liga,GLP,Defender,243,2,1658
403000,22,BRG,Primiera Liga,ESP,Defender,144,0,2798
403000,24,Real Hispalis,La Liga,ESP,Goalkeeper,101,0,3990
403000,21,Villarreal,La Liga,ESP,Defender,99,0,4070
403000,20,Vigo,La Liga,ESP,Midfilder,76,0,5302
401000,30,BRG,Primiera Liga,BRA,Goalkeeper,214,0,1873
399000,20,Elche,La Liga,ESP,Defender,42,0,9500
399000,26,Elche,La Liga,ARG,Forward,207,1,1927
399000,20,Bologna,Serie A,URU,Defender,44,0,9068
398000,26,Toulouse FC,Ligue 1 Uber Eats,SUI,Midfilder,213,0,1868
398000,25,Toulouse FC,Ligue 1 Uber Eats,DEN,Defender,104,0,3826
398000,26,Toulouse FC,Ligue 1 Uber Eats,BRA,Forward,202,0,1970
398000,21,Villarreal,La Liga,ESP,Forward,63,0,6317
397000,28,Sampdoria,Serie A,ITA,Defender,337,0,1178
397000,23,Parthenope,Serie A,ITA,Forward,130,1,3053
395000,21,FC Lorient,Ligue 1 Uber Eats,FRA,Midfilder,86,0,4593
395000,27,AJ Auxerre,Ligue 1 Uber Eats,SEN,Forward,264,23,1496
395000,32,FC Lorient,Ligue 1 Uber Eats,FRA,Defender,392,0,1007
393000,22,OL,Ligue 1 Uber Eats,BRA,Forward,24,0,16375
393000,22,Empoli,Serie A,POL,Defender,90,3,4366
392000,25,BRG,Primiera Liga,POR,Midfilder,162,0,2419
392000,25,FC Porto,Primiera Liga,POR,Midfilder,114,0,3438
392000,28,FC Porto,Primiera Liga,BRA,Goalkeeper,79,0,4962
392000,23,Girona,La Liga,ESP,Midfilder,148,0,2648
392000,24,Reims,Ligue 1 Uber Eats,NED,Forward,121,0,3239
390000,18,Leicester,Premier League,ENG,Midfilder,1,0,390000
388000,32,Atletico Pamplona,La Liga,ESP,Forward,415,0,934
388000,30,Atletico Pamplona,La Liga,ESP,Defender,236,0,1644
388000,27,Atletico Pamplona,La Liga,ESP,Defender,216,0,1796
387000,21,VfB Stuttgart,Bundesliga,FRA,Defender,60,0,6450
383000,26,Almeria,La Liga,SRB,Defender,200,0,1915
383000,20,Almeria,La Liga,MLI,Forward,65,13,5892
382000,21,Valladolid,La Liga,ECU,Midfilder,83,33,4602
381000,26,FC Augsburg,Bundesliga,DEN,Defender,142,0,2683
381000,22,SC Freiburg,Bundesliga,KOR,Midfilder,111,7,3432
381000,18,Benfica,Primiera Liga,POR,Defender,10,0,38100
381000,26,VfB Stuttgart,Bundesliga,GER,Forward,225,0,1693
381000,26,Brest,Ligue 1 Uber Eats,HON,Forward,204,56,1867
381000,23,Eintracht Frankfurt,Bundesliga,BRA,Defender,65,0,5861
381000,25,Eintracht Frankfurt,Bundesliga,POR,Defender,135,0,2822
381000,26,Eintracht Frankfurt,Bundesliga,JPN,Midfilder,203,19,1876
381000,25,VfB Stuttgart,Bundesliga,GER,Defender,166,0,2295
381000,25,Valladolid,La Liga,ESP,Midfilder,170,0,2241
381000,30,Mallorca,La Liga,ESP,Defender,348,0,1094
379000,24,Brianza,Serie A,POR,Forward,150,0,2526
379000,29,Cadiz,La Liga,ESP,Defender,305,0,1242
374000,22,Valencia,La Liga,ESP,Defender,125,2,2992
369000,22,Salento,Serie A,ITA,Defender,56,0,6589
368000,34,Cadiz,La Liga,ESP,Midfilder,382,0,963
367000,28,Angers SCO,Ligue 1 Uber Eats,BEN,Defender,210,17,1747
365000,26,BRG,Primiera Liga,LBY,Midfilder,120,40,3041
365000,22,BRG,Primiera Liga,ESP,Forward,133,2,2744
364000,19,Man City,Premier League,NOR,Midfilder,1,0,364000
364000,19,Man City,Premier League,ENG,Defender,3,0,121333
364000,24,Valencia,La Liga,ESP,Defender,98,0,3714
363000,22,Torino,Serie A,FRA,Midfilder,52,0,6980
362000,22,Brest,Ligue 1 Uber Eats,FRA,Defender,72,0,5027
362000,24,Brest,Ligue 1 Uber Eats,FRA,Midfilder,56,0,6464
362000,22,Toulouse FC,Ligue 1 Uber Eats,MAR,Forward,118,11,3067
362000,26,Brest,Ligue 1 Uber Eats,FRA,Forward,174,0,2080
361000,28,AS Monaco,Ligue 1 Uber Eats,CHI,Defender,176,40,2051
359000,27,Valladolid,La Liga,ESP,Midfilder,265,0,1354
359000,32,AJ Auxerre,Ligue 1 Uber Eats,COM,Midfilder,311,52,1154
359000,27,Eintracht Frankfurt,Bundesliga,GER,Defender,224,0,1602
359000,19,Montpellier,Ligue 1 Uber Eats,FRA,Forward,57,0,6298
359000,22,Valencia,La Liga,ESP,Forward,150,0,2393
357000,22,Real Hispalis,La Liga,ESP,Defender,80,1,4462
356000,25,Clermont,Ligue 1 Uber Eats,POL,Defender,219,1,1625
356000,27,Clermont,Ligue 1 Uber Eats,FRA,Forward,171,0,2081
356000,25,Clermont,Ligue 1 Uber Eats,FRA,Defender,90,0,3955
355000,30,Almeria,La Liga,ESP,Midfilder,391,0,907
355000,29,Sampdoria,Serie A,GRE,Defender,146,6,2431
353000,23,Torino,Serie A,ITA,Defender,72,0,4902
353000,32,Cremonese,Serie A,ITA,Midfilder,400,0,882
353000,29,Valladolid,La Liga,ESP,Midfilder,363,0,972
353000,22,Mallorca,La Liga,ESP,Defender,119,0,2966
353000,24,Elche,La Liga,FRA,Midfilder,179,0,1972
352000,27,Verona,Serie A,ITA,Goalkeeper,125,0,2816
352000,19,Verona,Serie A,GHA,Midfilder,5,0,70400
351000,26,BRG,Primiera Liga,FRA,Forward,152,0,2309
349000,35,OL,Ligue 1 Uber Eats,FRA,Goalkeeper,322,0,1083
349000,20,OL,Ligue 1 Uber Eats,FRA,Forward,15,0,23266
349000,23,Verona,Serie A,SWE,Defender,119,0,2932
348000,27,VfL Bochum,Bundesliga,JPN,Forward,206,36,1689
347000,20,Real San Sebastian,La Liga,ESP,Midfilder,61,0,5688
347000,34,Valencia,La Liga,ESP,Goalkeeper,311,0,1115
345000,20,VfB Stuttgart,Bundesliga,FRA,Midfilder,11,0,31363
344000,28,Espanyol,La Liga,ESP,Defender,207,0,1661
344000,19,OL,Ligue 1 Uber Eats,FRA,Defender,30,0,11466
344000,24,Mainz 05,Bundesliga,GER,Goalkeeper,76,0,4526
343000,32,BRG,Primiera Liga,POR,Midfilder,414,17,828
343000,26,FC Nantes,Ligue 1 Uber Eats,COD,Midfilder,104,15,3298
343000,27,MRT,Primiera Liga,COL,Forward,207,0,1657
341000,35,Hertha Berlin,Bundesliga,GHA,Midfilder,393,15,867
341000,21,Eintracht Frankfurt,Bundesliga,GER,Midfilder,39,0,8743
340000,24,Spezia,Serie A,POL,Defender,156,0,2179
338000,22,RC Lens,Ligue 1 Uber Eats,CMR,Midfilder,56,9,6035
338000,29,RC Lens,Ligue 1 Uber Eats,MLI,Defender,186,13,1817
337000,33,Getafe,La Liga,ESP,Forward,446,1,755
337000,28,Getafe,La Liga,ARG,Defender,133,0,2533
336000,26,Union Berlin,Bundesliga,SRB,Midfilder,186,0,1806
336000,24,Montpellier,Ligue 1 Uber Eats,FRA,Defender,122,0,2754
336000,20,Verona,Serie A,NED,Forward,6,0,56000
336000,27,VfL Bochum,Bundesliga,GER,Midfilder,225,0,1493
336000,20,Brentford,Premier League,GER,Forward,51,0,6588
336000,29,VfL Bochum,Bundesliga,GER,Forward,315,0,1066
336000,30,VfL Bochum,Bundesliga,BRA,Defender,297,0,1131
336000,27,Valladolid,La Liga,CAN,Forward,209,52,1607
336000,20,Empoli,Serie A,BEL,Defender,22,0,15272
332000,25,Atletico Pamplona,La Liga,ESP,Midfilder,264,0,1257
332000,26,Verona,Serie A,AUS,Midfilder,128,19,2593
330000,29,Angers SCO,Ligue 1 Uber Eats,FRA,Midfilder,217,0,1520
329000,23,VfL Bochum,Bundesliga,ENG,Defender,53,0,6207
328000,24,Udinese,Serie A,GNB,Forward,152,0,2157
328000,23,Fiorentina,Serie A,SRB,Defender,42,5,7809
328000,27,Verona,Serie A,POL,Defender,254,8,1291
328000,24,FC Lorient,Ligue 1 Uber Eats,FRA,Midfilder,142,0,2309
325000,24,Vallecano,La Liga,ESP,Defender,152,0,2138
325000,27,Valladolid,La Liga,ESP,Defender,257,0,1264
325000,21,LOSC,Ligue 1 Uber Eats,FRA,Defender,76,0,4276
325000,20,Villarreal,La Liga,DEN,Goalkeeper,30,0,10833
325000,23,Brest,Ligue 1 Uber Eats,MAR,Defender,91,2,3571
323000,22,OGC Nice,Ligue 1 Uber Eats,ALG,Forward,62,3,5209
323000,20,Hertha Berlin,Bundesliga,GER,Defender,36,0,8972
321000,28,BRG,Primiera Liga,POR,Forward,227,0,1414
320000,33,Clermont,Ligue 1 Uber Eats,FRA,Defender,356,0,898
320000,25,Clermont,Ligue 1 Uber Eats,BRA,Defender,91,0,3516
319000,26,Salento,Serie A,ITA,Goalkeeper,85,0,3752
319000,20,Capitoline,Serie A,ITA,Midfilder,13,0,24538
319000,22,Salento,Serie A,ITA,Defender,53,0,6018
319000,36,Udinese,Serie A,ITA,Goalkeeper,176,0,1812
319000,20,Troyes,Ligue 1 Uber Eats,FRA,Midfilder,63,0,5063
316000,22,Rennes,Ligue 1 Uber Eats,FRA,Defender,34,0,9294
315000,26,Espanyol,La Liga,ESP,Midfilder,225,0,1400
315000,28,Vigo,La Liga,POR,Forward,178,2,1769
315000,21,Real San Sebastian,La Liga,ESP,Defender,65,0,4846
315000,37,AC Ajaccio,Ligue 1 Uber Eats,FRA,Midfilder,480,0,656
315000,28,OL,Ligue 1 Uber Eats,BRA,Defender,142,0,2218
314000,22,VfB Stuttgart,Bundesliga,COL,Forward,82,0,3829
314000,30,SC Freiburg,Bundesliga,GER,Defender,202,0,1554
314000,29,SC Freiburg,Bundesliga,NED,Goalkeeper,175,4,1794
314000,22,BVT,Primiera Liga,SVK,Forward,117,25,2683
314000,25,FC Nantes,Ligue 1 Uber Eats,ESP,Midfilder,116,0,2706
312000,30,Newcastle,Premier League,ENG,Goalkeeper,253,0,1233
312000,20,Man City,Premier League,ENG,Forward,7,0,44571
312000,22,Brighton,Premier League,ENG,Goalkeeper,33,0,9454
312000,25,Strasbourg,Ligue 1 Uber Eats,FRA,Defender,81,0,3851
311000,21,A. Bilbao,La Liga,ESP,Goalkeeper,63,0,4936
310000,29,VfL Bochum,Bundesliga,POL,Midfilder,271,21,1143
310000,26,Brest,Ligue 1 Uber Eats,FRA,Midfilder,201,0,1542
310000,36,VfL Bochum,Bundesliga,FRA,Midfilder,536,0,578
309000,25,Brest,Ligue 1 Uber Eats,FRA,Defender,171,0,1807
309000,31,AJ Auxerre,Ligue 1 Uber Eats,FRA,Midfilder,336,0,919
309000,24,Montpellier,Ligue 1 Uber Eats,ENG,Forward,155,0,1993
309000,28,Brest,Ligue 1 Uber Eats,ALG,Midfilder,264,10,1170
307000,21,OGC Nice,Ligue 1 Uber Eats,FRA,Midfilder,55,0,5581
307000,21,FC Nantes,Ligue 1 Uber Eats,FRA,Forward,58,0,5293
304000,28,Atletico Pamplona,La Liga,ESP,Midfilder,211,0,1440
303000,22,Girona,La Liga,ESP,Midfilder,79,0,3835
303000,20,P. Ferreira,Primiera Liga,POR,Midfilder,48,0,6312
302000,18,Sampdoria,Serie A,TUR,Midfilder,13,0,23230
302000,24,AJ Auxerre,Ligue 1 Uber Eats,GHA,Defender,137,11,2204
302000,32,Brianza,Serie A,ITA,Defender,274,0,1102
301000,26,VfL Bochum,Bundesliga,CGO,Forward,167,18,1802
301000,21,Schalke 04,Bundesliga,JPN,Midfilder,29,0,10379
301000,24,Union Berlin,Bundesliga,GER,Defender,120,0,2508
301000,19,VfB Stuttgart,Bundesliga,GER,Forward,15,0,20066
301000,22,Schalke 04,Bundesliga,GER,Defender,79,0,3810
300000,24,Real Hispalis,La Liga,CIV,Midfilder,134,4,2238
299000,32,Almeria,La Liga,POR,Forward,240,2,1245
299000,24,Almeria,La Liga,FRA,Defender,109,0,2743
299000,21,Almeria,La Liga,ESP,Midfilder,37,0,8081
298000,32,Strasbourg,Ligue 1 Uber Eats,FRA,Defender,280,0,1064
298000,27,Strasbourg,Ligue 1 Uber Eats,UKR,Defender,230,26,1295
298000,25,Cadiz,La Liga,ESP,Forward,197,0,1512
298000,25,Elche,La Liga,ESP,Midfilder,175,0,1702
298000,27,Girona,La Liga,ESP,Midfilder,250,0,1192
298000,30,Elche,La Liga,CHI,Defender,287,33,1038
298000,29,Mallorca,La Liga,SRB,Defender,208,34,1432
298000,29,Elche,La Liga,ESP,Forward,317,0,940
298000,26,Mallorca,La Liga,GHA,Midfilder,205,18,1453
293000,23,Estoril Praia,Primiera Liga,FRA,Midfilder,75,0,3906
293000,26,Reims,Ligue 1 Uber Eats,ZIM,Midfilder,150,22,1953
293000,23,LOSC,Ligue 1 Uber Eats,SWE,Defender,151,0,1940
292000,26,BRG,Primiera Liga,BRA,Defender,121,0,2413
291000,23,Hertha Berlin,Bundesliga,DEN,Goalkeeper,76,1,3828
291000,22,FC Porto,Primiera Liga,ENG,Forward,94,0,3095
291000,30,BRG,Primiera Liga,POR,Defender,300,1,970
291000,27,Union Berlin,Bundesliga,GER,Midfilder,200,0,1455
291000,41,Reims,Ligue 1 Uber Eats,FRA,Goalkeeper,665,0,437
291000,27,Angers SCO,Ligue 1 Uber Eats,SEN,Midfilder,197,7,1477
290000,32,BRG,Primiera Liga,POR,Defender,267,0,1086
290000,31,FC Nantes,Ligue 1 Uber Eats,FRA,Defender,359,1,807
289000,25,Toulouse FC,Ligue 1 Uber Eats,CHI,Defender,167,13,1730
289000,24,Brest,Ligue 1 Uber Eats,FRA,Forward,109,0,2651
287000,23,Angers SCO,Ligue 1 Uber Eats,SEN,Forward,141,0,2035
287000,34,FC Lorient,Ligue 1 Uber Eats,ITA,Goalkeeper,219,0,1310
287000,29,AJ Auxerre,Ligue 1 Uber Eats,BRA,Defender,191,0,1502
287000,26,FC Lorient,Ligue 1 Uber Eats,NGA,Midfilder,132,4,2174
286000,25,Espanyol,La Liga,ALB,Midfilder,178,21,1606
286000,21,Espanyol,La Liga,ESP,Defender,49,0,5836
285000,34,BRG,Primiera Liga,POR,Midfilder,395,0,721
284000,25,Troyes,Ligue 1 Uber Eats,MLI,Defender,122,10,2327
284000,21,Troyes,Ligue 1 Uber Eats,FRA,Defender,17,0,16705
284000,21,Clermont,Ligue 1 Uber Eats,AUT,Midfilder,73,0,3890
282000,23,Girona,La Liga,ARG,Forward,127,0,2220
281000,24,Valencia,La Liga,ESP,Goalkeeper,83,0,3385
280000,30,AJ Auxerre,Ligue 1 Uber Eats,MLI,Midfilder,303,10,924
280000,28,FC Porto,Primiera Liga,POR,Defender,217,0,1290
280000,30,FC Porto,Primiera Liga,POR,Goalkeeper,267,1,1048
280000,25,AC Ajaccio,Ligue 1 Uber Eats,FRA,Midfilder,140,0,2000
280000,24,AC Ajaccio,Ligue 1 Uber Eats,CMR,Defender,145,0,1931
279000,25,Reims,Ligue 1 Uber Eats,CIV,Defender,76,2,3671
278000,25,Casa Pia,Primiera Liga,JPN,Defender,199,6,1396
276000,24,Spezia,Serie A,ESP,Defender,125,0,2208
276000,28,Santa Clara,Primiera Liga,GNB,Defender,202,19,1366
276000,19,Sporting CP,Primiera Liga,ARG,Midfilder,34,0,8117
276000,19,Sporting CP,Primiera Liga,POR,Forward,35,0,7885
274000,24,SV Werder,Bundesliga,GER,Midfilder,171,0,1602
273000,24,1. FC Koln,Bundesliga,GER,Forward,121,0,2256
272000,26,AJ Auxerre,Ligue 1 Uber Eats,FRA,Forward,139,0,1956
270000,25,RC Lens,Ligue 1 Uber Eats,FRA,Defender,138,0,1956
270000,27,Clermont,Ligue 1 Uber Eats,GAB,Midfilder,185,17,1459
270000,21,Girona,La Liga,ESP,Defender,45,0,6000
270000,31,Vallecano,La Liga,ESP,Midfilder,375,0,720
270000,27,Elche,La Liga,ESP,Midfilder,277,0,974
270000,28,Valladolid,La Liga,URU,Defender,202,0,1336
269000,18,Borussia Dortmund,Bundesliga,ENG,Forward,7,0,38428
269000,20,1. FC Koln,Bundesliga,GER,Forward,48,0,5604
269000,24,Valladolid,La Liga,CMR,Midfilder,120,17,2241
269000,34,VfL Bochum,Bundesliga,GER,Goalkeeper,211,0,1274
269000,31,RB Leipzig,Bundesliga,NOR,Goalkeeper,210,38,1280
269000,27,Clermont,Ligue 1 Uber Eats,TUN,Forward,157,27,1713
269000,24,VfL Bochum,Bundesliga,SWE,Goalkeeper,128,0,2101
269000,24,VfB Stuttgart,Bundesliga,GER,Goalkeeper,135,0,1992
269000,26,Empoli,Serie A,NGA,Defender,136,10,1977
269000,26,Salernitana,Serie A,SVN,Midfilder,269,24,1000
268000,23,Strasbourg,Ligue 1 Uber Eats,FRA,Defender,48,0,5583
264000,29,Cadiz,La Liga,ESP,Defender,313,0,843
264000,27,Cadiz,La Liga,ESP,Forward,183,0,1442
263000,32,Almeria,La Liga,ESP,Goalkeeper,236,0,1114
262000,18,Empoli,Serie A,POL,Midfilder,27,0,9703
261000,33,Valladolid,La Liga,ESP,Goalkeeper,268,0,973
261000,26,Valladolid,La Liga,ESP,Midfilder,160,0,1631
260000,38,Everton,Premier League,ENG,Goalkeeper,346,0,751
260000,25,Troyes,Ligue 1 Uber Eats,POL,Goalkeeper,165,0,1575
260000,19,Arsenal,Premier League,ROU,Midfilder,23,0,11304
260000,18,Wolves,Premier League,JAM,Defender,1,0,260000
260000,20,Man UFC,Premier League,ENG,Defender,18,0,14444
260000,18,Man City,Premier League,NIR,Defender,2,4,130000
260000,18,Arsenal,Premier League,ENG,Forward,2,0,130000
260000,18,Leeds,Premier League,ENG,Midfilder,1,0,260000
260000,21,AJ Auxerre,Ligue 1 Uber Eats,FRA,Midfilder,98,0,2653
260000,20,Girona,La Liga,BRA,Defender,55,0,4727
260000,22,Man UFC,Premier League,ENG,Goalkeeper,77,0,3376
260000,19,Chelsea,Premier League,NOR,Forward,33,0,7878
260000,20,Newcastle,Premier League,SCO,Defender,1,0,260000
260000,20,Aston Villa,Premier League,FIN,Goalkeeper,22,0,11818
260000,20,West Ham,Premier League,IRL,Midfilder,17,0,15294
260000,20,Nottm Forest,Premier League,USA,Forward,65,0,4000
260000,19,Wolves,Premier League,ENG,Defender,47,0,5531
260000,22,SV Werder,Bundesliga,AUT,Forward,155,0,1677
259000,27,Clermont,Ligue 1 Uber Eats,SRB,Forward,190,0,1363
258000,23,FC Lorient,Ligue 1 Uber Eats,CIV,Midfilder,93,0,2774
258000,20,FC Lorient,Ligue 1 Uber Eats,FRA,Midfilder,72,0,3583
258000,26,FC Lorient,Ligue 1 Uber Eats,BRA,Defender,139,0,1856
258000,29,AJ Auxerre,Ligue 1 Uber Eats,FRA,Defender,214,0,1205
258000,31,AJ Auxerre,Ligue 1 Uber Eats,CPV,Forward,246,3,1048
258000,33,VTSC,Primiera Liga,POR,Midfilder,336,4,767
258000,18,Sporting CP,Primiera Liga,GHA,Midfilder,7,12,36857
258000,33,Eintracht Frankfurt,Bundesliga,GER,Goalkeeper,162,0,1592
258000,30,Brest,Ligue 1 Uber Eats,FRA,Defender,243,0,1061
257000,22,Espanyol,La Liga,ESP,Midfilder,147,0,1748
257000,24,Espanyol,La Liga,ESP,Forward,144,1,1784
256000,20,AS Monaco,Ligue 1 Uber Eats,BEL,Midfilder,30,0,8533
255000,26,FC Nantes,Ligue 1 Uber Eats,FRA,Midfilder,193,0,1321
255000,26,Troyes,Ligue 1 Uber Eats,GNB,Midfilder,198,17,1287
254000,25,Empoli,Serie A,ITA,Goalkeeper,89,0,2853
252000,26,AC Ajaccio,Ligue 1 Uber Eats,CGO,Defender,115,16,2191
252000,26,AC Ajaccio,Ligue 1 Uber Eats,BFA,Forward,194,39,1298
251000,25,Montpellier,Ligue 1 Uber Eats,SEN,Goalkeeper,118,2,2127
250000,21,Empoli,Serie A,NZL,Defender,133,12,1879
248000,23,Union Berlin,Bundesliga,POR,Defender,106,0,2339
247000,20,Atletico Pamplona,La Liga,ESP,Forward,101,0,2445
247000,23,1. FC Koln,Bundesliga,GER,Defender,95,0,2600
247000,22,FC Porto,Primiera Liga,POR,Defender,68,0,3632
247000,37,FC Porto,Primiera Liga,POR,Forward,445,27,555
244000,30,AJ Auxerre,Ligue 1 Uber Eats,GUI,Defender,169,6,1443
244000,23,Almeria,La Liga,ESP,Defender,81,0,3012
244000,20,Almeria,La Liga,BRA,Midfilder,31,0,7870
242000,31,Vallecano,La Liga,MNE,Defender,221,4,1095
242000,30,Girona,La Liga,PER,Defender,320,35,756
242000,35,Vallecano,La Liga,ESP,Defender,438,3,552
242000,27,Elche,La Liga,ESP,Defender,246,0,983
242000,25,Girona,La Liga,ESP,Midfilder,177,0,1367
241000,31,Verona,Serie A,ITA,Goalkeeper,85,0,2835
241000,39,Inter,Serie A,ITA,Goalkeeper,482,0,500
241000,25,Salento,Serie A,FRA,Midfilder,200,0,1205
241000,24,Sassuolo,Serie A,CRO,Defender,111,3,2171
241000,29,Bayer 04,Bundesliga,GER,Goalkeeper,126,0,1912
240000,23,Famalicao,Primiera Liga,FRA,Midfilder,100,0,2400
237000,22,OGC Nice,Ligue 1 Uber Eats,POL,Goalkeeper,16,0,14812
237000,26,AJ Auxerre,Ligue 1 Uber Eats,MAR,Midfilder,207,0,1144
236000,20,SC Freiburg,Bundesliga,FRA,Defender,65,0,3630
234000,23,PTM,Primiera Liga,COL,Forward,105,0,2228
234000,22,Atletico Pamplona,La Liga,ESP,Defender,84,0,2785
233000,22,Rennes,Ligue 1 Uber Eats,FRA,Defender,34,0,6852
232000,25,Santa Clara,Primiera Liga,BRA,Forward,60,0,3866
232000,19,A. Madrid,La Liga,ESP,Midfilder,3,0,77333
231000,24,Toulouse FC,Ligue 1 Uber Eats,NOR,Goalkeeper,75,0,3080
230000,28,AJ Auxerre,Ligue 1 Uber Eats,FRA,Defender,110,0,2090
229000,19,BRG,Primiera Liga,TUR,Defender,11,0,20818
228000,20,Troyes,Ligue 1 Uber Eats,FRA,Defender,33,0,6909
227000,22,Vigo,La Liga,NOR,Forward,125,1,1816
227000,19,Fiorentina,Serie A,ITA,Midfilder,4,0,56750
225000,22,Famalicao,Primiera Liga,POR,Forward,64,0,3515
225000,21,Salento,Serie A,ISL,Midfilder,82,12,2743
224000,26,SC Freiburg,Bundesliga,GHA,Midfilder,187,12,1197
224000,24,Sassuolo,Serie A,MAR,Midfilder,164,0,1365
224000,25,Famalicao,Primiera Liga,ARG,Midfilder,167,0,1341
224000,20,FC Augsburg,Bundesliga,CRO,Forward,93,0,2408
224000,31,RB Leipzig,Bundesliga,GER,Goalkeeper,296,0,756
224000,24,SV Werder,Bundesliga,GER,Defender,136,0,1647
224000,26,Toulouse FC,Ligue 1 Uber Eats,NED,Midfilder,193,0,1160
224000,21,Rennes,Ligue 1 Uber Eats,MAR,Forward,16,0,14000
224000,23,Reims,Ligue 1 Uber Eats,FRA,Forward,80,0,2800
224000,22,Hoffenheim,Bundesliga,GER,Midfilder,88,0,2545
224000,30,Troyes,Ligue 1 Uber Eats,FRA,Midfilder,314,0,713
224000,23,Reims,Ligue 1 Uber Eats,NED,Midfilder,153,0,1464
224000,21,Torino,Serie A,SRB,Midfilder,104,3,2153
224000,21,Torino,Serie A,CIV,Defender,72,2,3111
224000,20,1. FC Koln,Bundesliga,GER,Midfilder,56,0,4000
224000,23,Montpellier,Ligue 1 Uber Eats,FRA,Defender,54,0,4148
224000,39,Strasbourg,Ligue 1 Uber Eats,JPN,Goalkeeper,397,95,564
223000,28,Union Berlin,Bundesliga,DEN,Goalkeeper,92,0,2423
223000,27,Chaves,Primiera Liga,POR,Defender,116,0,1922
220000,22,Angers SCO,Ligue 1 Uber Eats,FRA,Goalkeeper,38,0,5789
220000,22,Reims,Ligue 1 Uber Eats,FRA,Forward,43,0,5116
218000,31,Valladolid,La Liga,ESP,Forward,415,0,525
217000,21,FC Porto,Primiera Liga,POR,Forward,63,0,3444
217000,30,Brest,Ligue 1 Uber Eats,FRA,Defender,306,0,709
217000,26,Toulouse FC,Ligue 1 Uber Eats,JPN,Forward,226,3,960
217000,27,Angers SCO,Ligue 1 Uber Eats,ALG,Defender,86,9,2523
216000,32,Almeria,La Liga,ESP,Forward,326,0,662
215000,24,AJ Auxerre,Ligue 1 Uber Eats,GHA,Midfilder,117,2,1837
215000,21,Mainz 05,Bundesliga,AUT,Forward,73,0,2945
215000,26,1. FC Koln,Bundesliga,GER,Defender,104,0,2067
215000,18,VfL Wolfsburg,Bundesliga,CZE,Midfilder,3,0,71666
215000,32,VfL Bochum,Bundesliga,GRE,Defender,237,5,907
215000,26,Vallecano,La Liga,ESP,Midfilder,210,0,1023
215000,29,Elche,La Liga,COL,Defender,269,5,799
215000,25,Mallorca,La Liga,SVK,Goalkeeper,131,4,1641
214000,30,FC Nantes,Ligue 1 Uber Eats,MLI,Defender,131,10,1633
214000,30,Clermont,Ligue 1 Uber Eats,ALG,Defender,124,19,1725
214000,23,Troyes,Ligue 1 Uber Eats,DEN,Defender,98,0,2183
